TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
12,3273,img/36541.jpg,36541,71046,,1912.0,338.0,1253.0,1521.0,2183.2,1006.2,2588.2,945.6,,,-11.7811,1,1,1,1,1,1,2,3
13,3273,img/36542.jpg,36542,71047,,38.0,24.0,168.0,233.0,115.6,151.8,179,151.4,,,7.20656,1,1,1,1,1,1,2,0
14,3273,img/36543.jpg,36543,71048,,113.0,111.0,576.0,768.0,325.4,494.8,543.4,497.4,,,12.3745,1,1,1,0,1,1,2,3
15,3273,img/36544.jpg,36544,71049,,113.0,44.0,1311.0,1710.0,711.2,947.6,1129,874,992.5,1189.25,14.3185,1,1,1,1,1,1,3,3
16,3273,img/36545.jpg,36545,71050,,1966.0,261.0,1235.0,1634.0,2231.16666666667,1068.66666666667,2626.66666666667,1152.66666666667,,,-9.69335,1,1,1,1,1,1,2,3
17,3273,frame/36540_00000.png,36540,71029,0,584.0,3.0,288.0,409.0,739,217,830,224.8,,,21.5589,1,1,1,1,1,1,2,
17,3273,frame/36540_00060.png,36540,71030,60,636.0,22.0,267.0,361.0,758.8,199.2,846.6,220.4,,,12.531,1,1,1,1,1,1,3,2
17,3273,frame/36540_00120.png,36540,71031,120,416.0,32.0,272.0,345.0,452.25,216,536.833333333333,195.666666666667,,,-30.1473,1,1,1,1,1,1,2,1
17,3273,frame/36540_00180.png,36540,71032,180,457.0,44.0,294.0,332.0,578,218.5,674.25,196.25,,,8.20771,1,1,1,1,1,1,2,1
17,3273,frame/36540_00240.png,36540,71033,240,441.0,8.0,337.0,408.0,612.8,237.2,709.8,200,,,7.04618,1,1,1,1,1,1,3,0
17,3273,frame/36540_00300.png,36540,71034,300,448.0,41.0,313.0,385.0,590.6,261.8,689.833333333333,223,670.8,309.4,6.0088,1,1,1,1,1,1,2,
17,3273,frame/36540_00330.png,36540,71035,330,449.0,30.0,316.0,395.0,596.4,263.2,697,223.6,,,6.4251,1,1,1,1,1,1,3,1
17,3273,frame/36540_00390.png,36540,71036,390,489.0,48.0,302.0,409.0,633,287.4,727.333333333333,257,,,16.1084,1,1,1,1,1,1,2,2
17,3273,frame/36540_00450.png,36540,71037,450,489.0,24.0,297.0,436.0,633.6,290.6,730,260.8,701.8,351.6,9.3216,1,1,1,1,1,1,2,
17,3273,frame/36540_00510.png,36540,71038,510,478.0,12.0,307.0,424.0,627.75,261,725.571428571429,238.857142857143,695.6,328.2,14.6744,1,1,1,1,1,1,2,0
17,3273,frame/36540_00570.png,36540,71039,570,489.0,32.0,297.0,406.0,628.8,262,730.2,237.2,,,8.81149,1,1,1,1,1,1,3,0
17,3273,frame/36540_00630.png,36540,71040,630,504.0,33.0,296.0,385.0,649.833333333333,230.5,749.2,205.2,728.8,290,15.6141,1,1,1,1,1,1,3,2
17,3273,frame/36540_00690.png,36540,71041,690,500.0,33.0,320.0,404.0,642.2,259,744.2,238.6,,,11.1244,1,1,0,1,1,1,2,0
17,3273,frame/36540_00750.png,36540,71042,750,632.0,36.0,348.0,436.0,803.5,266.5,904.5,293,,,16.2295,1,1,1,1,1,1,2,
17,3273,frame/36540_00780.png,36540,71043,780,518.0,57.0,284.0,396.0,655.4,252.6,748.2,297.2,,,18.2327,1,1,1,1,1,1,2,
17,3273,frame/36540_00840.png,36540,71044,840,534.0,76.0,297.0,401.0,669.8,282,764,320.5,,,17.9805,1,1,1,1,1,1,3,0
17,3273,frame/36540_00900.png,36540,71045,900,368.0,64.0,318.0,387.0,436.8,273,529.6,260,,,-23.8373,1,1,1,1,1,1,3,0
18,3273,frame/36547_00000.png,36547,71052,0,117.0,77.0,87.0,93.0,186.444444444444,121,,,,,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00060.png,36547,71053,60,137.0,78.0,82.0,90.0,197.6,127.6,,,,,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00120.png,36547,71054,120,203.0,26.0,114.0,174.0,225.333333333333,114.888888888889,265,123.2,,,-17.613,1,1,1,1,1,1,2,3
18,3273,frame/36547_00180.png,36547,71055,180,244.0,22.0,118.0,153.0,265,95.7142857142857,302,96.8,,,-18.6623,1,1,1,1,1,1,2,3
18,3273,frame/36547_00240.png,36547,71056,240,242.0,44.0,125.0,162.0,303,138,340,130.333333333333,328.4,159.2,9.15813,1,1,1,1,1,1,2,3
18,3273,frame/36547_00300.png,36547,71057,300,264.0,35.0,121.0,155.0,339,115.2,373,110.8,,,24.923,1,1,1,1,1,1,2,3
18,3273,frame/36547_00330.png,36547,71058,330,275.0,34.0,115.0,151.0,295.4,111.6,332,105.6,,,-20.0212,1,1,1,1,1,1,3,3
18,3273,frame/36547_00390.png,36547,71059,390,276.0,35.0,132.0,156.0,302.2,108.4,337.2,113,,,-21.1979,1,1,1,1,1,1,2,3
18,3273,frame/36547_00450.png,36547,71060,450,284.0,38.0,114.0,159.0,343.5,111.166666666667,381.2,113.8,,,20.4446,1,1,1,1,1,1,2,3
18,3273,frame/36547_00510.png,36547,71061,510,241.0,40.0,132.0,165.0,,,276.6,120.2,254.8,148.8,,1,1,1,1,1,1,3,3
18,3273,frame/36547_00570.png,36547,71062,570,254.0,37.0,117.0,167.0,296.8,128,336.8,126.2,,,0.00550456,1,1,1,1,1,1,,3
18,3273,frame/36547_00630.png,36547,71063,630,280.0,43.0,114.0,158.0,331.8,124.8,370.166666666667,127.833333333333,,,12.6959,1,1,1,1,1,1,3,3
18,3273,frame/36547_00690.png,36547,71064,690,262.0,42.0,119.0,154.0,286.285714285714,115.142857142857,323.8,113.6,301.4,139.6,-18.6135,1,1,1,1,1,1,3,3
18,3273,frame/36547_00750.png,36547,71065,750,258.0,33.0,126.0,180.0,327,125.2,366.2,122.4,352,150.2,21.0826,1,1,1,1,1,1,3,3
18,3273,frame/36547_00780.png,36547,71066,780,127.0,68.0,133.0,155.0,142.2,143.2,171.8,148,147.4,172.2,-34.6989,1,1,1,0,1,1,2,3
18,3273,frame/36547_00840.png,36547,71067,840,274.0,29.0,119.0,164.0,304.6,114.4,342.6,114.6,,,-13.4035,1,1,1,1,1,1,,3
18,3273,frame/36547_00900.png,36547,71068,900,264.0,32.0,121.0,164.0,331.833333333333,121.666666666667,369.833333333333,118,,,20.7264,1,1,1,1,1,1,3,3
19,3273,img/36541.jpg,36541,71046,,1912.0,338.0,1253.0,1521.0,2183.2,1006.2,2588.2,945.6,,,-11.7811,1,1,1,1,1,1,2,3
19,3273,img/36542.jpg,36542,71047,,38.0,24.0,168.0,233.0,115.6,151.8,179,151.4,,,7.20656,1,1,1,1,1,1,2,0
20,3273,img/36543.jpg,36543,71048,,113.0,111.0,576.0,768.0,325.4,494.8,543.4,497.4,,,12.3745,1,1,1,0,1,1,2,3
20,3273,img/36544.jpg,36544,71049,,113.0,44.0,1311.0,1710.0,711.2,947.6,1129,874,992.5,1189.25,14.3185,1,1,1,1,1,1,3,3
20,3273,img/36545.jpg,36545,71050,,1966.0,261.0,1235.0,1634.0,2231.16666666667,1068.66666666667,2626.66666666667,1152.66666666667,,,-9.69335,1,1,1,1,1,1,2,3
20,3273,frame/36540_00000.png,36540,71029,0,584.0,3.0,288.0,409.0,739,217,830,224.8,,,21.5589,1,1,1,1,1,1,2,
20,3273,frame/36540_00060.png,36540,71030,60,636.0,22.0,267.0,361.0,758.8,199.2,846.6,220.4,,,12.531,1,1,1,1,1,1,3,2
20,3273,frame/36540_00120.png,36540,71031,120,416.0,32.0,272.0,345.0,452.25,216,536.833333333333,195.666666666667,,,-30.1473,1,1,1,1,1,1,2,1
20,3273,frame/36540_00180.png,36540,71032,180,457.0,44.0,294.0,332.0,578,218.5,674.25,196.25,,,8.20771,1,1,1,1,1,1,2,1
20,3273,frame/36540_00240.png,36540,71033,240,441.0,8.0,337.0,408.0,612.8,237.2,709.8,200,,,7.04618,1,1,1,1,1,1,3,0
20,3273,frame/36540_00300.png,36540,71034,300,448.0,41.0,313.0,385.0,590.6,261.8,689.833333333333,223,670.8,309.4,6.0088,1,1,1,1,1,1,2,
20,3273,frame/36540_00330.png,36540,71035,330,449.0,30.0,316.0,395.0,596.4,263.2,697,223.6,,,6.4251,1,1,1,1,1,1,3,1
20,3273,frame/36540_00390.png,36540,71036,390,489.0,48.0,302.0,409.0,633,287.4,727.333333333333,257,,,16.1084,1,1,1,1,1,1,2,2
20,3273,frame/36540_00450.png,36540,71037,450,489.0,24.0,297.0,436.0,633.6,290.6,730,260.8,701.8,351.6,9.3216,1,1,1,1,1,1,2,
20,3273,frame/36540_00510.png,36540,71038,510,478.0,12.0,307.0,424.0,627.75,261,725.571428571429,238.857142857143,695.6,328.2,14.6744,1,1,1,1,1,1,2,0
20,3273,frame/36540_00570.png,36540,71039,570,489.0,32.0,297.0,406.0,628.8,262,730.2,237.2,,,8.81149,1,1,1,1,1,1,3,0
20,3273,frame/36540_00630.png,36540,71040,630,504.0,33.0,296.0,385.0,649.833333333333,230.5,749.2,205.2,728.8,290,15.6141,1,1,1,1,1,1,3,2
20,3273,frame/36540_00690.png,36540,71041,690,500.0,33.0,320.0,404.0,642.2,259,744.2,238.6,,,11.1244,1,1,0,1,1,1,2,0
20,3273,frame/36540_00750.png,36540,71042,750,632.0,36.0,348.0,436.0,803.5,266.5,904.5,293,,,16.2295,1,1,1,1,1,1,2,
20,3273,frame/36540_00780.png,36540,71043,780,518.0,57.0,284.0,396.0,655.4,252.6,748.2,297.2,,,18.2327,1,1,1,1,1,1,2,
20,3273,frame/36540_00840.png,36540,71044,840,534.0,76.0,297.0,401.0,669.8,282,764,320.5,,,17.9805,1,1,1,1,1,1,3,0
20,3273,frame/36540_00900.png,36540,71045,900,368.0,64.0,318.0,387.0,436.8,273,529.6,260,,,-23.8373,1,1,1,1,1,1,3,0
20,3273,frame/36547_00000.png,36547,71052,0,117.0,77.0,87.0,93.0,186.444444444444,121,,,,,,1,1,1,1,1,1,3,3
20,3273,frame/36547_00060.png,36547,71053,60,137.0,78.0,82.0,90.0,197.6,127.6,,,,,,1,1,1,1,1,1,3,3
20,3273,frame/36547_00120.png,36547,71054,120,203.0,26.0,114.0,174.0,225.333333333333,114.888888888889,265,123.2,,,-17.613,1,1,1,1,1,1,2,3
20,3273,frame/36547_00180.png,36547,71055,180,244.0,22.0,118.0,153.0,265,95.7142857142857,302,96.8,,,-18.6623,1,1,1,1,1,1,2,3
20,3273,frame/36547_00240.png,36547,71056,240,242.0,44.0,125.0,162.0,303,138,340,130.333333333333,328.4,159.2,9.15813,1,1,1,1,1,1,2,3
20,3273,frame/36547_00300.png,36547,71057,300,264.0,35.0,121.0,155.0,339,115.2,373,110.8,,,24.923,1,1,1,1,1,1,2,3
20,3273,frame/36547_00330.png,36547,71058,330,275.0,34.0,115.0,151.0,295.4,111.6,332,105.6,,,-20.0212,1,1,1,1,1,1,3,3
20,3273,frame/36547_00390.png,36547,71059,390,276.0,35.0,132.0,156.0,302.2,108.4,337.2,113,,,-21.1979,1,1,1,1,1,1,2,3
20,3273,frame/36547_00450.png,36547,71060,450,284.0,38.0,114.0,159.0,343.5,111.166666666667,381.2,113.8,,,20.4446,1,1,1,1,1,1,2,3
