TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
22,417,img/2546.jpg,2546,26240,,274.0,342.0,176.0,241.25,429.2,454.2,,,443.125,495.375,,1,1,1,0,1,3,4,3
22,417,img/2535.jpg,2535,25701,,503.0,750.0,337.0,468.0,629.833333333333,1021.83333333333,731.142857142857,1027.85714285714,682.666666666667,1096.16666666667,-1.29029,1,1,1,1,1,3,4,3
22,417,img/2569.jpg,2569,22189,,1388.57142857143,356.571428571429,228.42857142856997,266.428571428571,1513.4,495.4,765,288,1553.23076923077,539.076923076923,22.2233,1,1,1,1,1,3,4,3
22,417,img/2541.jpg,2541,29756,,56.6666666666667,108.0,169.6666666666663,235.0,156.857142857143,223.571428571429,204.571428571429,227,189.153846153846,263.692307692308,18.1986,1,1,1,1,1,3,4,3
22,417,img/2547.jpg,2547,24198,,168.285714285714,28.2857142857143,103.42857142857201,130.7142857142857,187.8,97,213.833333333333,95.6666666666667,199.769230769231,120.538461538462,-25.8398,1,1,1,1,1,3,4,3
22,417,img/2539.jpg,2539,25970,,1126.0,203.0,420.0,577.666666666667,1228.4,466.6,1357.57142857143,476.714285714286,1286.46153846154,568.153846153846,-12.1998,1,1,1,1,1,3,4,3
22,417,img/2538.jpg,2538,27644,,27.0,48.0,48.714285714285694,72.0,60.6,88.4,73.6,89.6,69.6923076923077,102.692307692308,,0,1,1,1,1,3,4,3
22,417,frame/28825_00000.png,28825,5748,0,488.2,192.0,29.599999999999966,27.80000000000001,502,208.142857142857,507.571428571429,208.428571428571,,,,1,1,1,1,1,3,4,0
22,417,frame/28825_00060.png,28825,5754,60,488.5,192.5,28.5,30.0,501.8,208,507.714285714286,208.142857142857,503.75,212.875,,1,1,1,1,1,3,4,3
22,417,frame/28798_00000.png,28798,16255,0,560.0,44.0,236.0,331.0,656.2,214.2,736.166666666667,210.166666666667,703.692307692308,268.230769230769,1.01044,1,1,1,1,1,3,,3
22,417,frame/28798_00060.png,28798,16256,60,521.285714285714,41.2857142857143,260.857142857143,314.7142857142857,578,198.8,647.142857142857,197,598.583333333333,254.083333333333,-18.7364,1,1,1,1,1,3,4,3
22,417,frame/28798_00120.png,28798,16257,120,509.333333333333,44.6666666666667,278.333333333334,384.00000000000034,552.5,202,615.714285714286,197.142857142857,572.076923076923,252.769230769231,-22.3335,1,1,1,1,1,3,4,3
22,417,frame/28798_00150.png,28798,16258,150,521.0,48.0,246.0,337.0,551.8,216.2,620.857142857143,209.428571428571,579.583333333333,274.666666666667,-20.7644,1,1,1,1,1,3,4,3
22,417,frame/28798_00210.png,28798,16259,210,531.333333333333,48.0,242.33333333333394,332.0,561.166666666667,210.833333333333,628.333333333333,206.5,584.166666666667,268.916666666667,-19.9976,1,1,1,1,1,3,4,3
22,417,frame/28798_00270.png,28798,16260,270,558.0,54.8571428571429,233.142857142857,324.4285714285711,679.857142857143,218.857142857143,753.5,216,728.230769230769,267.692307692308,12.5655,1,1,1,1,1,3,4,3
22,417,frame/28798_00330.png,28798,16261,330,541.0,39.0,241.0,328.0,631.8,223.4,711.857142857143,212.142857142857,683,274.25,0.324872,1,1,1,1,1,3,4,3
22,417,frame/28798_00390.png,28798,16262,390,543.428571428571,51.2857142857143,244.0,338.1428571428567,641.8,223.8,717.666666666667,215.333333333333,689.076923076923,273.615384615385,1.31064,1,1,1,1,1,3,4,3
22,417,frame/28798_00450.png,28798,16263,450,540.571428571429,55.4285714285714,247.428571428571,343.9999999999996,580.833333333333,221.333333333333,649.857142857143,225.714285714286,606,283.769230769231,-19.2271,1,1,1,1,1,3,4,3
22,417,frame/28798_00510.png,28798,16264,510,552.666666666667,54.6666666666667,227.0,328.00000000000034,660.166666666667,226.166666666667,734.5,218.833333333333,708.461538461538,276.076923076923,10.3795,1,1,1,1,1,3,4,3
22,417,frame/28798_00570.png,28798,16265,570,555.0,57.0,230.0,336.0,644,227.4,724.571428571429,223.571428571429,688.692307692308,283.538461538462,0.370722,1,1,1,1,1,3,4,3
22,417,frame/28798_00600.png,28798,16266,600,520.142857142857,51.8571428571429,249.428571428572,340.5714285714281,558.4,222.8,625,222.285714285714,581.857142857143,283.357142857143,-21.4177,1,1,1,1,1,3,4,3
22,417,frame/28798_00660.png,28798,16267,660,605.0,48.0,247.0,340.0,709.833333333333,218.333333333333,785.333333333333,233.666666666667,744.461538461538,280.461538461538,2.93423,1,1,1,1,1,3,,3
22,417,frame/28798_00720.png,28798,16268,720,548.0,56.0,236.0,342.4,650.2,240.4,730.666666666667,237.333333333333,695.769230769231,294.692307692308,17.8873,1,1,1,1,1,3,3,3
22,417,frame/28843_00000.png,28843,11213,0,99.0,36.0,35.0,40.0,122,58,132.5,58.5,130,65.9090909090909,,1,1,1,1,1,3,4,3
22,417,frame/28843_00060.png,28843,11214,60,126.0,23.4285714285714,119.142857142857,130.42857142857162,214.333333333333,93,211,95,234.846153846154,109.692307692308,29.6733,1,1,1,1,1,3,4,3
22,417,frame/28843_00120.png,28843,11215,120,137.0,23.5714285714286,113.714285714286,137.57142857142838,218.333333333333,99,241.5,89.3333333333333,240.166666666667,116.916666666667,31.2138,1,1,1,1,1,3,4,3
22,417,frame/28843_00180.png,28843,11216,180,146.333333333333,19.6666666666667,109.666666666667,135.33333333333331,231,98.8333333333333,253,90.8,249.818181818182,117.727272727273,,1,1,1,1,1,3,3,3
22,417,frame/28843_00240.png,28843,11217,240,144.285714285714,19.0,112.714285714286,141.285714285714,227.666666666667,99,,,246.416666666667,118.166666666667,31.2845,1,1,1,1,1,3,4,3
22,417,frame/28843_00255.png,28843,11218,255,142.428571428571,22.0,112.42857142857201,135.0,226.5,98.5,248.2,91,245.214285714286,118.071428571429,30.47,1,1,0,1,1,3,5,3
22,417,frame/28843_00315.png,28843,11219,315,153.428571428571,24.1428571428571,96.857142857143,132.8571428571429,215.166666666667,100.166666666667,244.833333333333,97.6666666666667,235.538461538462,121.153846153846,26.2947,1,1,0,1,1,3,4,3
22,417,frame/28843_00375.png,28843,11220,375,135.666666666667,20.6666666666667,106.0,126.0000000000003,209.2,84.2,233.333333333333,78.6666666666667,231.541666666667,102.541666666667,30.8266,1,1,1,1,1,3,4,3
22,417,frame/30391_00000.png,30391,11221,0,205.285714285714,51.5714285714286,79.714285714286,116.4285714285714,230.6,104,257.142857142857,104.571428571429,243.846153846154,123.769230769231,-2.66948,1,1,1,1,1,3,4,
22,417,frame/30391_00060.png,30391,11222,60,189.285714285714,47.5714285714286,88.714285714286,127.14285714285741,215.8,105.8,243.5,106,229.384615384615,125.615384615385,-8.70344,1,1,1,1,1,3,4,3
22,417,frame/30391_00120.png,30391,11223,120,201.0,54.4285714285714,105.42857142857099,157.28571428571462,242.166666666667,103.5,270.428571428571,105,254.538461538462,123.769230769231,-9.19851,1,1,1,1,1,3,4,3
