TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,SIGHTING_ID,FRAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y,FACE_YAW,FOREHEAD_VISIBLE,EYES_VISIBLE,NOSE_MOUTH_VISIBLE,INDOOR,GENDER,SKIN_TONE,AGE,FACIAL_HAIR
91,25,img/2322.jpg,2322,23954,,1711.71428571429,640.0,570.2857142857099,678.0,2016.83333333333,988,2188.16666666667,997.5,2120.75,1118.16666666667,20.6619,1,1,1,1,1,2,3,0
91,25,img/125.jpg,125,28920,,1928.0,763.666666666667,761.0,934.333333333333,2076.2,1351,2184.16666666667,1350,2135.83333333333,1492,,1,1,1,1,1,2,3,0
91,25,img/8684.jpg,8684,26625,,3010.4,1051.2,532.0,598.5999999999999,3132.8,1458.2,3210.66666666667,1431.5,3189.5,1529.9,,1,1,1,1,1,2,3,0
91,25,img/1586.jpg,1586,28646,,2758.0,768.0,352.0,397.0,2929.2,989,3013,982.4,2979.33333333333,1044.11111111111,9.85629,1,1,1,1,1,2,3,0
91,25,img/2030.jpg,2030,30177,,3526.0,358.0,640.0,729.0,3620.5,724.666666666667,3762.85714285714,746.714285714286,3658.25,856.875,-24.6968,1,1,1,1,1,2,3,0
91,25,img/1756.jpg,1756,22916,,2951.6,747.8,514.0,727.2,3122.2,1101.8,3307,1086.14285714286,3223.5,1230,-3.96751,1,1,1,1,1,2,3,0
91,25,img/11028.jpg,11028,26673,,1356.0,1677.0,422.0,461.0,1558.66666666667,1892.5,1628.2,1892.4,1598.25,1944.75,1.94383,1,1,1,1,1,2,3,0
91,25,img/124.jpg,124,23011,,2254.0,1445.0,503.2857142857101,600.42857142857,2484.16666666667,1773.16666666667,2640.66666666667,1759.33333333333,2576.09090909091,1885.81818181818,0.403041,1,1,1,1,1,2,3,0
91,25,img/37408.jpg,37408,74821,,1374.0,666.0,258.0,329.0,1438,824.333333333333,1523.8,823.6,,,-12.9051,1,1,1,1,1,2,3,0
91,25,img/37411.jpg,37411,74838,,1376.0,326.0,947.0,1005.0,2079,826.6,2263.8,839,,,32.9482,1,1,1,1,1,2,3,0
91,25,img/37417.jpg,37417,74896,,1191.0,1632.0,557.0,704.0,1413,1986.33333333333,1604.6,1986.4,1515.8,2117,4.9672,1,1,1,1,1,2,3,0
91,25,frame/28676_00000.png,28676,5100,0,166.0,44.5,108.0,119.5,229.6,102.6,257.333333333333,103.666666666667,249.733333333333,123.6,25.9575,1,1,1,1,1,2,3,0
91,25,frame/28676_00060.png,28676,5101,60,154.0,42.3333333333333,120.0,117.6666666666667,244.5,102,,,264.083333333333,117.583333333333,,0,1,1,1,1,2,3,0
91,25,frame/28676_00104.png,28676,5102,104,162.0,43.6666666666667,100.66666666666703,118.3333333333333,227.333333333333,105.166666666667,255,102.5,249.153846153846,125.538461538462,31.6385,1,1,1,1,1,2,2,0
91,25,frame/28676_00164.png,28676,5103,164,256.285714285714,45.2857142857143,95.714285714286,112.7142857142857,283.6,99.2,315.285714285714,99,300.692307692308,119.769230769231,-1.82857,1,1,1,1,1,2,3,0
91,25,frame/28676_00224.png,28676,5104,224,200.666666666667,43.0,106.66666666666598,133.0,249.833333333333,118.5,281.333333333333,115.5,270,138.230769230769,10.8246,1,1,1,1,1,2,3,0
91,25,frame/28676_00284.png,28676,5105,284,225.0,42.0,98.0,120.0,267,103,299.5,102.666666666667,284.083333333333,122.416666666667,9.6295,1,1,1,1,1,2,3,0
91,25,frame/28676_00344.png,28676,5106,344,176.714285714286,47.7142857142857,97.57142857142799,127.85714285714332,233,127.8,262.5,122.333333333333,253.181818181818,146.272727272727,24.6999,1,1,1,1,1,2,,0
91,25,frame/28676_00404.png,28676,5107,404,243.0,52.0,91.0,126.0,278.6,127,312,124.285714285714,298.666666666667,148.916666666667,9.31564,1,1,1,1,1,2,3,0
91,25,frame/28676_00464.png,28676,5108,464,156.571428571429,51.4285714285714,100.42857142857099,128.14285714285762,218.25,134,247.333333333333,128,239.333333333333,151.416666666667,26.7298,1,1,1,1,1,2,3,0
91,25,frame/28676_00494.png,28676,5109,494,225.714285714286,48.7142857142857,95.857142857143,126.85714285714332,270.333333333333,122.5,302.8,118.2,291,141.384615384615,11.6074,1,1,1,1,1,2,3,0
207,2459,img/33244.jpg,33244,47287,,336.0,94.0,268.0,345.0,418,251.25,521.8,253,,,-0.561046,1,1,1,1,1,1,4,0
207,2459,img/33243.jpg,33243,47286,,773.0,91.0,493.0,617.0,876.8,386,1031.4,384,,,-15.2517,1,1,1,1,1,1,3,0
226,102,img/643.jpg,643,23585,,428.0,97.0,146.0,178.0,538.8,187.8,,,562.785714285714,218.428571428571,,0,1,1,1,1,3,,0
226,102,img/545.jpg,545,23492,,113.714285714286,19.0,87.142857142857,117.285714285714,164.2,80.4,186.571428571429,80,177.307692307692,101.769230769231,27.6729,1,0,1,1,1,3,4,0
226,102,img/546.jpg,546,26055,,130.333333333333,170.0,627.0,863.6666666666699,527,583.571428571429,688,591.166666666667,677.666666666667,760,25.8546,1,1,1,0,1,3,4,0
226,102,frame/30327_00000.png,30327,3242,0,257.0,56.8571428571429,101.142857142857,106.2857142857141,,,,,,,,1,1,1,1,1,3,4,0
226,102,frame/30327_00060.png,30327,3243,60,278.0,75.0,81.0,83.0,,,293.666666666667,124.166666666667,,,,1,1,1,1,1,3,0,0
226,102,frame/30327_00120.png,30327,3244,120,316.5,90.25,73.125,70.375,,,,,,,,1,1,1,1,1,3,4,
226,102,frame/30327_00180.png,30327,3245,180,433.0,97.6,53.0,66.4,439.8,131.8,453.833333333333,134.166666666667,444.666666666667,145.555555555556,,1,1,1,1,1,3,3,0
226,102,frame/30327_00237.png,30327,3246,237,456.0,110.0,50.0,55.400000000000006,461,142.25,471,143.5,463,153,,1,1,0,1,1,3,3,
226,102,frame/30327_00297.png,30327,3247,297,441.0,124.2,45.0,47.999999999999986,,,455.555555555556,151.333333333333,449.111111111111,159.777777777778,,1,1,1,1,1,3,3,
226,102,frame/28165_00000.png,28165,3163,0,9.0,25.0,52.5,61.5,,,49.2857142857143,53.1428571428571,41.1666666666667,65.5,,0,0,0,1,1,3,4,
226,102,frame/28165_00047.png,28165,3164,47,67.0,3.0,68.5,65.0,115.8,30.4,130.2,25.6,129.333333333333,43.9047619047619,,0,1,1,1,1,3,4,0
226,102,frame/28165_00107.png,28165,3165,107,141.666666666667,3.33333333333333,70.0,96.66666666666667,161.666666666667,53,189,55.1666666666667,172.615384615385,74.2307692307692,1.40425,0,1,1,1,1,3,4,0
226,102,frame/28165_00167.png,28165,3166,167,140.0,3.14285714285714,84.42857142857099,99.71428571428586,152.2,52.2,172.166666666667,54.8333333333333,155.583333333333,74.1666666666667,-27.9886,0,1,1,1,1,3,4,0
226,102,frame/28165_00227.png,28165,3167,227,133.333333333333,9.33333333333333,75.0,106.66666666666667,156.571428571429,64.8571428571429,183.428571428571,64.5714285714286,167.833333333333,86.25,-0.762267,0,1,1,1,1,3,4,0
226,102,frame/28165_00285.png,28165,3168,285,94.6666666666667,18.6666666666667,88.6666666666663,101.6666666666663,155.25,71.5,175.571428571429,69,171.5,89.5,,0,1,0,,1,3,3,
226,102,frame/28165_00345.png,28165,3169,345,224.0,4.66666666666667,80.0,100.00000000000033,233.5,52.5,257.285714285714,53.7142857142857,242.384615384615,72.3846153846154,-28.8086,0,1,1,1,1,3,3,0
226,102,frame/28165_00405.png,28165,3170,405,109.333333333333,11.3333333333333,80.666666666667,101.9999999999997,128.4,60.8,157.5,60.1666666666667,142.230769230769,80.4615384615385,-13.718,0,1,0,1,1,3,3,0
226,102,frame/28165_00465.png,28165,3171,465,176.857142857143,24.0,88.285714285714,116.0,252,94.2,,,258.875,113.875,,0,1,0,1,1,3,4,
226,102,frame/28165_00525.png,28165,3172,525,122.666666666667,4.0,94.0,116.333333333333,191.166666666667,72.5,212.6,67.6,205,94.5454545454545,,0,1,1,1,1,3,4,0
226,102,frame/28165_00585.png,28165,3173,585,118.666666666667,4.0,103.0,120.0,191.833333333333,71.8333333333333,211.333333333333,69.3333333333333,204.214285714286,94.7857142857143,,0,1,1,1,1,3,4,0
226,102,frame/28165_00705.png,28165,3175,705,56.1666666666667,10.3333333333333,97.6666666666663,105.6666666666667,126.8,71.6,,,145,87.2307692307692,,0,1,1,1,1,3,4,
226,102,frame/28165_00810.png,28165,3177,810,101.0,13.0,88.5,110.0,153.166666666667,75.6666666666667,178.142857142857,75.5714285714286,167.153846153846,96.1538461538462,28.3079,0,1,1,1,1,3,4,0
226,102,frame/28165_00870.png,28165,3178,870,80.0,13.0,67.714285714286,88.0,128,67.6,,,136,84.5,,0,1,1,1,1,3,3,0
